"@timestamp","header.status","header.alternativeIdentifier","header.actionId"
"Feb 2, 2023 @ 12:50:28.887",SUCCESS,QR4QP023283203BRIG3,124435096-ANALYZER_12044
"Feb 2, 2023 @ 12:50:28.887",SUCCESS,QR4QP043827553BRIG3,124435099-ANALYZER_12044
"Feb 2, 2023 @ 12:50:27.551",SUCCESS,QR4TE409826602BRIG3,124435087-ANALYZER_12044
"Feb 2, 2023 @ 12:50:26.881",SUCCESS,QR4TE689238223BRIG3,124435085-ANALYZER_12045
"Feb 2, 2023 @ 12:50:26.142",SUCCESS,QR4OI341978823BRIG3,124435069-ANALYZER_12044
"Feb 2, 2023 @ 12:50:25.957",SUCCESS,QR4OV279069158BRIG3,124435074-ANALYZER_12045
"Feb 2, 2023 @ 12:50:25.884",SUCCESS,QR4OV032883466BRIG3,124435072-ANALYZER_12045
"Feb 2, 2023 @ 12:50:25.883",SUCCESS,QR4QP043827553BRIG3,124435099-ANALYZER_13827
"Feb 2, 2023 @ 12:50:25.792",SUCCESS,QR4OV416445771BRIG3,124435079-ANALYZER_12045
"Feb 2, 2023 @ 12:50:25.732",SUCCESS,QR4QC517186016BRIG3,124435086-ANALYZER_12045
"Feb 2, 2023 @ 12:50:25.552",SUCCESS,QR4QB671628775BRIG3,124435061-ANALYZER_12047
"Feb 2, 2023 @ 12:50:25.144",SUCCESS,QR4QB671628775BRIG3,124435054-ANALYZER_12044
"Feb 2, 2023 @ 12:50:25.110",SUCCESS,QR4TE024988005BRIG3,124435052-ANALYZER_12044
"Feb 2, 2023 @ 12:50:24.958",SUCCESS,QR4NA918335551BRIG3,124435050-ANALYZER_12044
"Feb 2, 2023 @ 12:50:24.945",SUCCESS,QR4QP004726527BRIG3,124434982-ANALYZER_12044
"Feb 2, 2023 @ 12:50:24.540",SUCCESS,QR4QC212072209BRIG3,124435070-ANALYZER_12045
"Feb 2, 2023 @ 12:50:23.946",SUCCESS,QR4OV372858437BRIG3,124435064-ANALYZER_12045
"Feb 2, 2023 @ 12:50:23.884",SUCCESS,QR4TE083744004BRIG3,124435042-ANALYZER_12044
"Feb 2, 2023 @ 12:50:23.884",SUCCESS,QR4QM737298547BRIG3,124435046-ANALYZER_12047
"Feb 2, 2023 @ 12:50:23.881",SUCCESS,QR4TE083743919BRIG3,124435048-ANALYZER_12044
"Feb 2, 2023 @ 12:50:23.553",SUCCESS,QR4NA917188137BRIG3,124435056-ANALYZER_12044
"Feb 2, 2023 @ 12:50:23.552",SUCCESS,QR4TE024988005BRIG3,124435055-ANALYZER_12045
"Feb 2, 2023 @ 12:50:23.472",SUCCESS,QR4NA924582852BRIG3,124435051-ANALYZER_12047
"Feb 2, 2023 @ 12:50:22.945",SUCCESS,QR4NA888965962BRIG3,124435053-ANALYZER_12045
"Feb 2, 2023 @ 12:50:22.882",SUCCESS,QR4QC573949585BRIG3,124435057-ANALYZER_12045
"Feb 2, 2023 @ 12:50:22.111",SUCCESS,QR4TE381194293BRIG3,124435044-ANALYZER_12044
"Feb 2, 2023 @ 12:50:21.945",SUCCESS,QR4NA919307716BRIG3,124435037-ANALYZER_12044
"Feb 2, 2023 @ 12:50:21.541",SUCCESS,QR4OV341971710BRIG3,124435049-ANALYZER_12044
"Feb 2, 2023 @ 12:50:20.957",SUCCESS,QR4TE083743882BRIG3,124435039-ANALYZER_12044
"Feb 2, 2023 @ 12:50:20.621",SUCCESS,QR4QC365448119BRIG3,124435001-ANALYZER_12045
"Feb 2, 2023 @ 12:50:20.552",SUCCESS,QR4QC334972198BRIG3,124435035-ANALYZER_12044
"Feb 2, 2023 @ 12:50:19.958",SUCCESS,QR4TE204601417BRIG3,124435032-ANALYZER_12044
"Feb 2, 2023 @ 12:50:19.882",SUCCESS,QR4NA919395225BRIG3,124435017-ANALYZER_12045
"Feb 2, 2023 @ 12:50:19.824",SUCCESS,QR4NA918474363BRIG3,124434964-ANALYZER_12045
"Feb 2, 2023 @ 12:50:19.554",SUCCESS,QR4QP038121309BRIG3,124435031-ANALYZER_12044
"Feb 2, 2023 @ 12:50:19.111",SUCCESS,QR4LB561702964HKIG3,124434942-ANALYZER_12044
"Feb 2, 2023 @ 12:50:18.957",SUCCESS,QR4TE351374739BRIG3,124435034-ANALYZER_12045
"Feb 2, 2023 @ 12:50:18.957",SUCCESS,QR4NA911301995BRIG3,124434370-ANALYZER_12045
"Feb 2, 2023 @ 12:50:18.473",SUCCESS,QR4TE672127991BRIG3,124435030-ANALYZER_12045
"Feb 2, 2023 @ 12:50:18.109",SUCCESS,QR4QC395130001BRIG3,124435025-ANALYZER_12045
"Feb 2, 2023 @ 12:50:17.881",SUCCESS,QR4QP034089792BRIG3,124435012-ANALYZER_12045
"Feb 2, 2023 @ 12:50:17.551",SUCCESS,QR4QP031112789BRIG3,124434952-ANALYZER_12044
"Feb 2, 2023 @ 12:50:17.539",SUCCESS,QR4QP033133588BRIG3,124435024-ANALYZER_12045
"Feb 2, 2023 @ 12:50:16.956",SUCCESS,QR4QC581997865BRIG3,124434994-ANALYZER_12044
"Feb 2, 2023 @ 12:50:16.885",SUCCESS,QR4TE633350354BRIG3,124434997-ANALYZER_14655
"Feb 2, 2023 @ 12:50:16.791",SUCCESS,QR4OV306582157BRIG3,124435010-ANALYZER_12044
"Feb 2, 2023 @ 12:50:16.626",SUCCESS,QR4QP038121309BRIG3,124435031-ANALYZER_13827
"Feb 2, 2023 @ 12:50:16.552",SUCCESS,QR4QC152364587BRIG3,124434933-ANALYZER_12044
"Feb 2, 2023 @ 12:50:16.540",SUCCESS,QR4OQ818954203BRIG3,124434986-ANALYZER_12044
"Feb 2, 2023 @ 12:50:15.959",SUCCESS,QR4NA916089685BRIG3,124435007-ANALYZER_12044
"Feb 2, 2023 @ 12:50:15.957",SUCCESS,QR4OZ277113389BRIG3,124435029-ANALYZER_14655
"Feb 2, 2023 @ 12:50:15.882",SUCCESS,QR4QC576798589BRIG3,124434995-ANALYZER_12045
"Feb 2, 2023 @ 12:50:15.791",SUCCESS,QR4TE493118685BRIG3,124435003-ANALYZER_12045
"Feb 2, 2023 @ 12:50:15.110",SUCCESS,QR4TE656886534BRIG3,124434887-ANALYZER_12044
"Feb 2, 2023 @ 12:50:14.957",SUCCESS,QR4QP028903345BRIG3,124434996-ANALYZER_12045
"Feb 2, 2023 @ 12:50:14.883",SUCCESS,QR4QC452925753BRIG3,124434987-ANALYZER_12044
"Feb 2, 2023 @ 12:50:14.882",SUCCESS,QR4TE563556898BRIG3,124434931-ANALYZER_12044
"Feb 2, 2023 @ 12:50:14.825",SUCCESS,QR4NA916613875BRIG3,124435026-ANALYZER_14655
"Feb 2, 2023 @ 12:50:14.556",SUCCESS,QR4TE134417045BRIG3,124435018-ANALYZER_14655
"Feb 2, 2023 @ 12:50:14.552",SUCCESS,QR4QM991691206BRIG3,124434866-ANALYZER_12044
"Feb 2, 2023 @ 12:50:14.110",SUCCESS,QR4QP039889565BRIG3,124434979-ANALYZER_12045
"Feb 2, 2023 @ 12:50:13.957",SUCCESS,QR4NA917593055BRIG3,124434883-ANALYZER_12044
"Feb 2, 2023 @ 12:50:13.825",SUCCESS,QR4OX273095469BRIG3,124434984-ANALYZER_12045
"Feb 2, 2023 @ 12:50:13.551",SUCCESS,QR4TE589999173BRIG3,124434976-ANALYZER_12045
"Feb 2, 2023 @ 12:50:13.542",SUCCESS,QR4TE646854126BRIG3,124434998-ANALYZER_12045
"Feb 2, 2023 @ 12:50:13.144",SUCCESS,QR4TE574301576BRIG3,124435014-ANALYZER_14655
"Feb 2, 2023 @ 12:50:13.143",SUCCESS,QR4NA925699322BRIG3,124434926-ANALYZER_12044
"Feb 2, 2023 @ 12:50:13.105",SUCCESS,QR4OZ927656435BRIG3,124434940-ANALYZER_12044
"Feb 2, 2023 @ 12:50:12.958",SUCCESS,QR4TE422011893BRIG3,124435022-ANALYZER_14655
"Feb 2, 2023 @ 12:50:12.882",SUCCESS,QR4OS613462144BRIG3,124435011-ANALYZER_14655
"Feb 2, 2023 @ 12:50:12.791",SUCCESS,QR4TE048825554BRIG3,124435016-ANALYZER_14655
"Feb 2, 2023 @ 12:50:12.556",SUCCESS,QR4TE003650946BRIG3,124434962-ANALYZER_12044
"Feb 2, 2023 @ 12:50:12.541",SUCCESS,QR4QC562385976BRIG3,124434955-ANALYZER_12044
"Feb 2, 2023 @ 12:50:12.540",SUCCESS,QR4TE371657535BRIG3,124434912-ANALYZER_12044
"Feb 2, 2023 @ 12:50:11.958",SUCCESS,QR4OT689313635BRIG3,124434992-ANALYZER_14655
"Feb 2, 2023 @ 12:50:11.958",SUCCESS,QR4NA919655574BRIG3,124434951-ANALYZER_12044
"Feb 2, 2023 @ 12:50:11.557",SUCCESS,QR4NA914550665BRIG3,124434959-ANALYZER_12044
"Feb 2, 2023 @ 12:50:11.552",SUCCESS,QR4TE162071225BRIG3,124435002-ANALYZER_14655
"Feb 2, 2023 @ 12:50:10.957",SUCCESS,QR4QM988548417BRIG3,124434980-ANALYZER_14655
"Feb 2, 2023 @ 12:50:10.957",SUCCESS,QR4QP016903649BRIG3,124434970-ANALYZER_12045
"Feb 2, 2023 @ 12:50:10.884",SUCCESS,QR4TE649040063BRIG3,124434985-ANALYZER_14655
"Feb 2, 2023 @ 12:50:10.825",SUCCESS,QR4QP006310819BRIG3,124434934-ANALYZER_12044
"Feb 2, 2023 @ 12:50:10.143",SUCCESS,QR4LE503984801SEIG3,124434988-ANALYZER_14655
"Feb 2, 2023 @ 12:50:09.886",SUCCESS,QR4NA901076742BRIG3,124434922-ANALYZER_12045
"Feb 2, 2023 @ 12:50:09.883",SUCCESS,QR4QP051414681BRIG3,124434972-ANALYZER_14655
"Feb 2, 2023 @ 12:50:09.883",SUCCESS,QR4NA912554899BRIG3,124434975-ANALYZER_14655
"Feb 2, 2023 @ 12:50:09.552",SUCCESS,QR4OZ927656435BRIG3,124434947-ANALYZER_12045
"Feb 2, 2023 @ 12:50:09.103",SUCCESS,QR4QP045911347BRIG3,124434950-ANALYZER_14655
"Feb 2, 2023 @ 12:50:09.100",SUCCESS,QR4NL349579084BRIG3,124434918-ANALYZER_12044
"Feb 2, 2023 @ 12:50:08.958",SUCCESS,QR4LX984485552CNIG3,124434944-ANALYZER_14655
"Feb 2, 2023 @ 12:50:08.882",SUCCESS,QR4TE556901962BRIG3,124434911-ANALYZER_12044
"Feb 2, 2023 @ 12:50:08.732",SUCCESS,QR4OO156638057BRIG3,124434967-ANALYZER_14655
"Feb 2, 2023 @ 12:50:08.630",SUCCESS,QR4QP045459573BRIG3,124434978-ANALYZER_14655
"Feb 2, 2023 @ 12:50:08.545",SUCCESS,QR4QP006310819BRIG3,124434943-ANALYZER_12045
"Feb 2, 2023 @ 12:50:07.957",SUCCESS,QR4OH526138420BRIG3,124434906-ANALYZER_12045
"Feb 2, 2023 @ 12:50:07.882",SUCCESS,QR4NL338673367BRIG3,124434935-ANALYZER_14655
"Feb 2, 2023 @ 12:50:07.791",SUCCESS,QR4TE563401281BRIG3,124434925-ANALYZER_12045
"Feb 2, 2023 @ 12:50:07.733",SUCCESS,QR4QK354378200BRIG3,124434903-ANALYZER_12044
"Feb 2, 2023 @ 12:50:07.540",SUCCESS,QR4NA916327186BRIG3,124434939-ANALYZER_14655
"Feb 2, 2023 @ 12:50:07.540",SUCCESS,QR4TE646849452BRIG3,124434953-ANALYZER_14655
"Feb 2, 2023 @ 12:50:06.957",SUCCESS,QR4QP036536569BRIG3,124434961-ANALYZER_14655
"Feb 2, 2023 @ 12:50:06.957",SUCCESS,QR4NA845394208BRIG3,124434898-ANALYZER_12044
"Feb 2, 2023 @ 12:50:06.732",SUCCESS,QR4NA915245335BRIG3,124434892-ANALYZER_12044
"Feb 2, 2023 @ 12:50:06.551",SUCCESS,QR4TE520763589BRIG3,124434870-ANALYZER_12044
"Feb 2, 2023 @ 12:50:06.111",SUCCESS,QR4QP027690176BRIG3,124434864-ANALYZER_12044
"Feb 2, 2023 @ 12:50:06.111",SUCCESS,QR4NA913634077BRIG3,124434957-ANALYZER_14655
"Feb 2, 2023 @ 12:50:06.100",SUCCESS,QR4TE381532209BRIG3,124434908-ANALYZER_12045
"Feb 2, 2023 @ 12:50:05.956",SUCCESS,QR4QM981345255BRIG3,124434888-ANALYZER_12045
"Feb 2, 2023 @ 12:50:05.945",SUCCESS,QR4QC563593799BRIG3,124434914-ANALYZER_12045
"Feb 2, 2023 @ 12:50:05.882",SUCCESS,QR4QP017765952BRIG3,124434868-ANALYZER_12044
"Feb 2, 2023 @ 12:50:05.882",SUCCESS,QR4QM981345255BRIG3,124434880-ANALYZER_12044
"Feb 2, 2023 @ 12:50:05.881",SUCCESS,QR4QP043415359BRIG3,124434876-ANALYZER_12044
"Feb 2, 2023 @ 12:50:05.825",SUCCESS,QR4QB944319512BRIG3,124434867-ANALYZER_12044
"Feb 2, 2023 @ 12:50:05.112",SUCCESS,QR4OZ965287982BRIG3,124434916-ANALYZER_14655
"Feb 2, 2023 @ 12:50:04.957",SUCCESS,QR4TE443306669BRIG3,124434857-ANALYZER_12044
"Feb 2, 2023 @ 12:50:04.957",SUCCESS,QR4QC566353611BRIG3,124434877-ANALYZER_12044
"Feb 2, 2023 @ 12:50:04.956",SUCCESS,QR4OD885014968BRIG3,124434923-ANALYZER_14655
"Feb 2, 2023 @ 12:50:04.882",SUCCESS,QR4TE581467823BRIG3,124434860-ANALYZER_12044
"Feb 2, 2023 @ 12:50:04.792",SUCCESS,QR4TE583715457BRIG3,124434861-ANALYZER_12044
"Feb 2, 2023 @ 12:50:04.792",SUCCESS,QR4QP027690176BRIG3,124434874-ANALYZER_12045
"Feb 2, 2023 @ 12:50:04.473",SUCCESS,QR4QP043893597BRIG3,124434927-ANALYZER_14655
"Feb 2, 2023 @ 12:50:04.110",SUCCESS,QR4TE551558401BRIG3,124434852-ANALYZER_12044
"Feb 2, 2023 @ 12:50:04.102",SUCCESS,QR4TE646849293BRIG3,124434920-ANALYZER_14655
"Feb 2, 2023 @ 12:50:03.957",SUCCESS,QR4QM985179307BRIG3,124434855-ANALYZER_12045
"Feb 2, 2023 @ 12:50:03.883",SUCCESS,QR4QM980054693BRIG3,124434862-ANALYZER_12044
"Feb 2, 2023 @ 12:50:03.882",SUCCESS,QR4QM065768273BRIG3,124434846-ANALYZER_12044
"Feb 2, 2023 @ 12:50:03.882",SUCCESS,QR4TE002080559BRIG3,124434859-ANALYZER_12044
"Feb 2, 2023 @ 12:50:03.741",SUCCESS,QR4OV027612766BRIG3,124434899-ANALYZER_14655
"Feb 2, 2023 @ 12:50:03.551",SUCCESS,QR4TE552758735BRIG3,124434849-ANALYZER_12044
"Feb 2, 2023 @ 12:50:03.539",SUCCESS,QR4QM694306306BRIG3,124434819-ANALYZER_14655
"Feb 2, 2023 @ 12:50:03.473",SUCCESS,QR4NA908866334BRIG3,124434771-ANALYZER_12045
"Feb 2, 2023 @ 12:50:03.107",SUCCESS,QR4OV315972076BRIG3,124434882-ANALYZER_14655
"Feb 2, 2023 @ 12:50:02.957",SUCCESS,QR4QP007157436BRIG3,124434798-ANALYZER_12045
"Feb 2, 2023 @ 12:50:02.884",SUCCESS,QR4TE074037042BRIG3,124434842-ANALYZER_12044
"Feb 2, 2023 @ 12:50:02.883",SUCCESS,QR4TE646538659BRIG3,124434910-ANALYZER_14655
"Feb 2, 2023 @ 12:50:02.882",SUCCESS,QR4OV277509957BRIG3,124434843-ANALYZER_12044
"Feb 2, 2023 @ 12:50:02.100",SUCCESS,QR4QB875825581BRIG3,124434838-ANALYZER_12044
"Feb 2, 2023 @ 12:50:01.947",SUCCESS,QR4TE381333874BRIG3,124434891-ANALYZER_14655
"Feb 2, 2023 @ 12:50:01.889",SUCCESS,QR4QM646266187BRIG3,124434824-ANALYZER_12044
"Feb 2, 2023 @ 12:50:01.887",SUCCESS,QR4TE590013406BRIG3,124434831-ANALYZER_12044
"Feb 2, 2023 @ 12:50:01.739",SUCCESS,QR4TE384132562BRIG3,124434907-ANALYZER_14655
"Feb 2, 2023 @ 12:50:01.552",SUCCESS,QR4OV299033413BRIG3,124434832-ANALYZER_12044
"Feb 2, 2023 @ 12:50:01.552",SUCCESS,QR4TE578734833BRIG3,124434836-ANALYZER_12044
"Feb 2, 2023 @ 12:50:01.143",SUCCESS,QR4OV389840435BRIG3,124434821-ANALYZER_12044
"Feb 2, 2023 @ 12:50:01.111",SUCCESS,QR4TE482078481BRIG3,124434826-ANALYZER_12044
"Feb 2, 2023 @ 12:50:00.957",SUCCESS,QR4QC382655306BRIG3,124434820-ANALYZER_12044
"Feb 2, 2023 @ 12:50:00.882",SUCCESS,QR4NA916132539BRIG3,124434886-ANALYZER_14655
"Feb 2, 2023 @ 12:50:00.541",SUCCESS,QR4QP050123020BRIG3,124434822-ANALYZER_12044
"Feb 2, 2023 @ 12:50:00.143",SUCCESS,QR4OX417658132BRIG3,124434778-ANALYZER_14655
"Feb 2, 2023 @ 12:49:59.959",SUCCESS,QR4TE075170462BRIG3,124434869-ANALYZER_14655
"Feb 2, 2023 @ 12:49:59.958",SUCCESS,QR4TE610032579BRIG3,124434878-ANALYZER_14655
"Feb 2, 2023 @ 12:49:59.945",SUCCESS,QR4QC560123221BRIG3,124434817-ANALYZER_12044
"Feb 2, 2023 @ 12:49:59.883",SUCCESS,QR4QP009289837BRIG3,124434236-ANALYZER_12045
"Feb 2, 2023 @ 12:49:59.111",SUCCESS,QR4QC638891484BRIG3,124434873-ANALYZER_14655
"Feb 2, 2023 @ 12:49:58.957",SUCCESS,QR4QC442579207BRIG3,124434854-ANALYZER_14655
"Feb 2, 2023 @ 12:49:58.957",SUCCESS,QR4OV359438418BRIG3,124434814-ANALYZER_12044
"Feb 2, 2023 @ 12:49:58.956",SUCCESS,QR4TE506121615BRIG3,124434848-ANALYZER_14655
"Feb 2, 2023 @ 12:49:58.884",SUCCESS,QR4NA915447806BRIG3,124434863-ANALYZER_14655
"Feb 2, 2023 @ 12:49:58.884",SUCCESS,QR4NA908861102BRIG3,124434775-ANALYZER_12045
"Feb 2, 2023 @ 12:49:58.825",SUCCESS,QR4NA911794663BRIG3,124434858-ANALYZER_14655
"Feb 2, 2023 @ 12:49:58.552",SUCCESS,QR4TE551615611BRIG3,124434840-ANALYZER_14655
"Feb 2, 2023 @ 12:49:58.539",SUCCESS,QR4QM981312575BRIG3,124434805-ANALYZER_12044
"Feb 2, 2023 @ 12:49:58.143",SUCCESS,QR4NA921070284BRIG3,124434231-ANALYZER_12045
"Feb 2, 2023 @ 12:49:57.962",SUCCESS,QR4TE670307752BRIG3,124434784-ANALYZER_14655
"Feb 2, 2023 @ 12:49:57.959",SUCCESS,QR4QP047405652BRIG3,124434812-ANALYZER_12045
"Feb 2, 2023 @ 12:49:57.958",SUCCESS,QR4OV418393555BRIG3,124434844-ANALYZER_14655
"Feb 2, 2023 @ 12:49:57.825",SUCCESS,QR4OV228707854BRIG3,124434792-ANALYZER_14655
"Feb 2, 2023 @ 12:49:57.110",SUCCESS,QR4TE565940315BRIG3,124434783-ANALYZER_12044
"Feb 2, 2023 @ 12:49:57.110",SUCCESS,QR4TE565940315BRIG3,124434786-ANALYZER_12045
"Feb 2, 2023 @ 12:49:56.956",SUCCESS,QR4OV364290799BRIG3,124434804-ANALYZER_12045
"Feb 2, 2023 @ 12:49:56.956",SUCCESS,QR4QH552178166BRIG3,124434729-ANALYZER_12045
"Feb 2, 2023 @ 12:49:56.886",SUCCESS,QR4TE551600308BRIG3,124434787-ANALYZER_12045
"Feb 2, 2023 @ 12:49:56.886",SUCCESS,QR4TE659136764BRIG3,124434833-ANALYZER_14655
"Feb 2, 2023 @ 12:49:56.884",SUCCESS,QR4NA918926580BRIG3,124434764-ANALYZER_12045
"Feb 2, 2023 @ 12:49:56.793",SUCCESS,QR4OV292970830BRIG3,124434834-ANALYZER_14655
"Feb 2, 2023 @ 12:49:55.957",SUCCESS,QR4QP035157114BRIG3,124434801-ANALYZER_12045
"Feb 2, 2023 @ 12:49:55.945",SUCCESS,QR4QP041890329BRIG3,124434829-ANALYZER_14655
"Feb 2, 2023 @ 12:49:55.887",SUCCESS,QR4TE649042775BRIG3,124434799-ANALYZER_14655
"Feb 2, 2023 @ 12:49:55.882",SUCCESS,QR4OV278612655BRIG3,124434818-ANALYZER_14655
"Feb 2, 2023 @ 12:49:55.882",SUCCESS,QR4TE381140193BRIG3,124434800-ANALYZER_12044
"Feb 2, 2023 @ 12:49:55.540",SUCCESS,QR4TE381239689BRIG3,124434794-ANALYZER_12045
"Feb 2, 2023 @ 12:49:55.472",SUCCESS,QR4TE669208032BRIG3,124434791-ANALYZER_12045
"Feb 2, 2023 @ 12:49:54.882",SUCCESS,QR4OV312438239BRIG3,124434827-ANALYZER_14655
"Feb 2, 2023 @ 12:49:54.882",SUCCESS,QR4TE659390925BRIG3,124434823-ANALYZER_14655
"Feb 2, 2023 @ 12:49:54.622",SUCCESS,QR4TE403463048BRIG3,124434789-ANALYZER_12045
"Feb 2, 2023 @ 12:49:54.552",SUCCESS,QR4OO593408456BRIG3,124434825-ANALYZER_14655
"Feb 2, 2023 @ 12:49:54.111",SUCCESS,QR4NA908861102BRIG3,124434766-ANALYZER_12044
"Feb 2, 2023 @ 12:49:53.959",SUCCESS,QR4LX984490190CNIG3,124434815-ANALYZER_14655
"Feb 2, 2023 @ 12:49:53.556",SUCCESS,QR4TE656872243BRIG3,124434774-ANALYZER_12045
"Feb 2, 2023 @ 12:49:53.539",SUCCESS,QR4TE656891667BRIG3,124434780-ANALYZER_12045
"Feb 2, 2023 @ 12:49:53.473",SUCCESS,QR4QP032593614BRIG3,124434803-ANALYZER_14655
"Feb 2, 2023 @ 12:49:53.100",SUCCESS,QR4OV385023317BRIG3,124434795-ANALYZER_14655
"Feb 2, 2023 @ 12:49:53.100",SUCCESS,QR4NA917066615BRIG3,124434807-ANALYZER_14655
"Feb 2, 2023 @ 12:49:51.956",SUCCESS,QR4TE499678670BRIG3,124434768-ANALYZER_12045
"Feb 2, 2023 @ 12:49:51.825",SUCCESS,QR4NA906248055BRIG3,124434811-ANALYZER_14655
"Feb 2, 2023 @ 12:49:51.791",SUCCESS,QR4TE403841076BRIG3,124434759-ANALYZER_12045
"Feb 2, 2023 @ 12:49:51.622",SUCCESS,QR4QM900189399BRIG3,124434760-ANALYZER_12045
"Feb 2, 2023 @ 12:49:51.472",SUCCESS,QR4TE691471887BRIG3,124434754-ANALYZER_12045
"Feb 2, 2023 @ 12:49:51.142",SUCCESS,QR4QP026498870BRIG3,124434744-ANALYZER_12045
"Feb 2, 2023 @ 12:49:51.111",SUCCESS,QR4OV295900489BRIG3,124434731-ANALYZER_14655
"Feb 2, 2023 @ 12:49:50.885",SUCCESS,QR4OV383968739BRIG3,124434682-ANALYZER_14655
"Feb 2, 2023 @ 12:49:50.881",SUCCESS,QR4NA918950717BRIG3,124434751-ANALYZER_12045
"Feb 2, 2023 @ 12:49:50.793",SUCCESS,QR4NA910947005BRIG3,124434755-ANALYZER_12045
"Feb 2, 2023 @ 12:49:50.539",SUCCESS,QR4QC236457416BRIG3,124434743-ANALYZER_12044
"Feb 2, 2023 @ 12:49:50.471",SUCCESS,QR4TE659231235BRIG3,124434711-ANALYZER_14655
"Feb 2, 2023 @ 12:49:49.957",SUCCESS,QR4TE070672564BRIG3,124434737-ANALYZER_12044
"Feb 2, 2023 @ 12:49:49.957",SUCCESS,QR4QP025900243BRIG3,124434746-ANALYZER_12045
"Feb 2, 2023 @ 12:49:49.889",SUCCESS,QR4TE672340950BRIG3,124434793-ANALYZER_14655
"Feb 2, 2023 @ 12:49:49.884",SUCCESS,QR4TE032864405BRIG3,124434749-ANALYZER_12045
"Feb 2, 2023 @ 12:49:49.824",SUCCESS,QR4QP007180443BRIG3,124434740-ANALYZER_12045
"Feb 2, 2023 @ 12:49:49.732",SUCCESS,QR4QM997540195BRIG3,124434725-ANALYZER_12045
"Feb 2, 2023 @ 12:49:49.556",SUCCESS,QR4NA920166817BRIG3,124434663-ANALYZER_12044
"Feb 2, 2023 @ 12:49:49.542",SUCCESS,QR4QP025900243BRIG3,124434736-ANALYZER_12044
"Feb 2, 2023 @ 12:49:49.541",SUCCESS,QR4TE589898930BRIG3,124434772-ANALYZER_14655
"Feb 2, 2023 @ 12:49:49.473",SUCCESS,QR4TE444636247BRIG3,124434769-ANALYZER_14655
"Feb 2, 2023 @ 12:49:49.110",SUCCESS,QR4OV226160861BRIG3,124434728-ANALYZER_12045
"Feb 2, 2023 @ 12:49:48.958",SUCCESS,QR4NA912124174BRIG3,124434776-ANALYZER_14655
"Feb 2, 2023 @ 12:49:48.884",SUCCESS,QR4TE464450343BRIG3,124434788-ANALYZER_14655
"Feb 2, 2023 @ 12:49:48.882",SUCCESS,QR4OV027079826BRIG3,124434721-ANALYZER_14655
"Feb 2, 2023 @ 12:49:48.882",SUCCESS,QR4NA916364904BRIG3,124434717-ANALYZER_14655
"Feb 2, 2023 @ 12:49:48.552",SUCCESS,QR4QP028271357BRIG3,124434745-ANALYZER_12045
"Feb 2, 2023 @ 12:49:48.539",SUCCESS,QR4TE686311180BRIG3,124434710-ANALYZER_12044
"Feb 2, 2023 @ 12:49:48.473",SUCCESS,QR4QP008216515BRIG3,124434718-ANALYZER_12044
"Feb 2, 2023 @ 12:49:48.144",SUCCESS,QR4NA900884725BRIG3,124434756-ANALYZER_14655
"Feb 2, 2023 @ 12:49:48.143",SUCCESS,QR4QM991943063BRIG3,124434635-ANALYZER_12047
"Feb 2, 2023 @ 12:49:47.957",SUCCESS,QR4QP049838965BRIG3,124434735-ANALYZER_12045
"Feb 2, 2023 @ 12:49:47.946",SUCCESS,QR4TE566744294BRIG3,124434707-ANALYZER_14655
"Feb 2, 2023 @ 12:49:47.946",SUCCESS,QR4TE163933412BRIG3,124434738-ANALYZER_12045
"Feb 2, 2023 @ 12:49:47.883",SUCCESS,QR4TE196500666BRIG3,124434752-ANALYZER_14655
"Feb 2, 2023 @ 12:49:47.882",SUCCESS,QR4TE656968613BRIG3,124434727-ANALYZER_12045
"Feb 2, 2023 @ 12:49:47.732",SUCCESS,QR4TE551585248BRIG3,124434732-ANALYZER_12045
"Feb 2, 2023 @ 12:49:47.553",SUCCESS,QR4QP050266505BRIG3,124434689-ANALYZER_12044
"Feb 2, 2023 @ 12:49:47.473",SUCCESS,QR4QH299716749BRIG3,124434715-ANALYZER_12044
"Feb 2, 2023 @ 12:49:47.100",SUCCESS,QR4QM997457612BRIG3,124434695-ANALYZER_12044
"Feb 2, 2023 @ 12:49:46.957",SUCCESS,QR4TE087040561BRIG3,124434662-ANALYZER_14655
"Feb 2, 2023 @ 12:49:46.882",SUCCESS,QR4TE688679462BRIG3,124434748-ANALYZER_14655
"Feb 2, 2023 @ 12:49:46.825",SUCCESS,QR4TE557214965BRIG3,124434761-ANALYZER_14655
"Feb 2, 2023 @ 12:49:46.111",SUCCESS,QR4TE668320755BRIG3,124434747-ANALYZER_14655
"Feb 2, 2023 @ 12:49:45.945",SUCCESS,QR4QP028506715BRIG3,124434684-ANALYZER_12044
"Feb 2, 2023 @ 12:49:45.945",SUCCESS,QR4TE656890091BRIG3,124434697-ANALYZER_12044
"Feb 2, 2023 @ 12:49:45.888",SUCCESS,QR4TE647670248BRIG3,124434758-ANALYZER_14655
"Feb 2, 2023 @ 12:49:45.888",SUCCESS,QR4OV342795821BRIG3,124434688-ANALYZER_12045
"Feb 2, 2023 @ 12:49:45.885",SUCCESS,QR4NA918700847BRIG3,124434701-ANALYZER_12044
"Feb 2, 2023 @ 12:49:45.747",SUCCESS,QR4QC425828964BRIG3,124434741-ANALYZER_14655
"Feb 2, 2023 @ 12:49:44.957",SUCCESS,QR4TE656910216BRIG3,124434734-ANALYZER_14655
